Prefix of Website,Course Code,Course Name,Course Description,Prereq,Antireq,Coreq
AFM,AFM352,Comprehensive/Operational Auditing,"Examination of the value for money audit concept in the private and public sectors. This approach goes beyond the scope of the traditional financial audit and looks at all facets of the organization, including human resource management.","Prereq: AFM 391; Accounting and Financial Management, Computing and Financial Management, Biotechnology/Chartered Professional Accountancy or Mathematics Chartered Professional Accountancy students only",None,None
AFM,AFM362,Taxation 1 - Foundations,This course is an introduction to the foundational concepts in the taxation of individuals and corporations.,"Prereq: Level at least 3A; Accounting and Financial Management, Computing
and Financial Management, Mathematics Chartered Professional Accountancy,
or Biotechnology/Chartered Professional Accountancy students only",None,None
AFM,AFM363,Taxation 2 - Integration,This course builds on the foundational concepts established in AFM 362 by exploring the taxation of individuals and corporations in more depth.,"Prereq: AFM 362; Accounting and Financial Management, Computing and Financial Management, Biotechnology/Chartered Professional Accountancy or Mathematics Chartered Professional Accountancy students only",None,None
AFM,AFM372,Corporate Finance 2,This course is a continuation of AFM 272/ACTSC 291. Topics to be explored are covered under the listing for AFM 272/ACTSC 291.,"Prereq: AFM 272/ACTSC 291; Computing and Financial Management, Mathematics/CPA students only."," Antireq: AFM 274, ACTSC 372, ECON 371",None
AFM,AFM373,Cases and Applications in Corporate Finance,This course builds on the theory of financial management using cases to illustrate a variety of corporate financial decisions.,"Prereq: AFM 274 or AFM 372/ACTSC 391; Accounting and Financial Management, Computing and Financial Management or Biotechnology/Chartered Professional Accountancy students only.", Antireq: AFM 476/ACTSC 471,None
AFM,AFM377,Private Equity and Venture Capital,"This course explores the fundamentals of the private equity industry. Topics include raising capital, structuring deals, creating a leveraged buyout model (LBO), and unlocking value through various strategies.",Prereq: AFM 274 or AFM 371.," Antireq: AFM 416 taken Spring 2015, Spring 2016, or Spring 2017",None
AFM,AFM391,Intermediate Financial Accounting 2,"This is an intermediate financial accounting course that deals with problems related to the measurement of liabilities, measurement of income, and the reporting and measuring of corporate equities.","Prereq: AFM 291; Accounting and Financial Management, Biotechnology/Chartered Professional Accountancy, Computing and Financial Management, or Mathematics/Chartered Professional Accountancy students only",None,None
AFM,AFM401,Accounting Theory,"A review of accounting theory as a background for applying underlying concepts to current accounting problems. Emphasis is on current literature, with a major term paper required.","Prereq: AFM 391 or AFM 491; Accounting and Financial Management,
Biotechnology/Chartered Professional Accountancy, Computing and Financial
Management, or Mathematics/Chartered Professional Accountancy students only",None,None
AFM,AFM411,Connections Across Competencies for Accounting Professionals,"This course focuses on developing the qualities and transferable skills necessary for integration, continuous learning, and professional development. The course adds the dimension of integration across the functional competencies required by students pursuing a professional accounting designation.","Prereq: AFM 311, 363, 382/482, 491",None,None
AFM,AFM412,Connections Across Competencies for Finance Professionals,"This course focuses on developing the qualities and transferable skills necessary for integration, continuous learning, and professional development. The course adds the dimension of integration across the functional competencies required by students pursuing a career as a finance professional.",Prereq: AFM 311; Accounting and Financial Management students only,None,None
AFM,AFM415,Special Topics,A course offered from time to time on a significant accounting and financial management issue. ,None,None,None
AFM,AFM416,Special Topics in Finance,A course offered from time to time on a significant finance issue. ,None,None,None
AFM,AFM417,Special Topics in Accounting,A course offered from time to time on a significant accounting issue. ,None,None,None
AFM,AFM418,Special Topics in Finance or Accounting,A course offered from time to time in relation to a significant school-related accounting or finance project or activity. ,"Prereq: Accounting & Financial Management, Computing & Financial Management, Mathematics/Chartered Professional Accountancy or Biotechnology/Chartered Professional Accountancy students only",None,None
AFM,AFM422,Management of Financial Institutions,"This course studies the measurement and control of market, credit, and operational risks faced by financial institutions, with particular emphasis on the international regulatory framework.",Prereq: AFM 322/474; AFM 323 or STAT 373.," Antireq: ACTSC 445, MATBUS 472",None
AFM,AFM423,Topics in Financial Econometrics,"This course introduces the use of advanced econometric/statistical methods in studying financial market data, and in quantitatively assessing risks associated with financial investments. The methods presented in this course are tailored to address specific issues of interest in finance, such as the quantification of the risk-return tradeoff, the modelling of time-varying stock/bond market volatility and, possibly, also the statistical analysis of financial derivatives such as options.",Prereq: AFM 323 or STAT 373., Antireq: ECON 405 prior to Fall 2015,None
AFM,AFM424,Equity Investments,"This course addresses principles of equity investments, including risk and return relationships, fundamental analysis of equities based on macroeconomic, industry and company-specific factors, financial statement analysis, and technical analysis. Portfolio allocation, performance measurement, and ethical and professional standards in the investment profession are also covered.","Prereq: One of AFM 274, AFM 372/ACTSC 391, ACTSC 372, ECON 371.", Antireq: BUS 473W,None
AFM,AFM425,Fixed Income Securities,"Introduction to various aspects of fixed income investments, including valuation, risk management, portfolio management, interest rate models, interest rate derivatives, and institutional features of bond markets.",Prereq: AFM 274., Antireq: MATBUS 471,None
AFM,AFM428,Investment Management - Junior Portfolio Manager,"This course provides students hands-on training in equity valuation and portfolio management. As a Junior Portfolio Manager, a student will make allocations in two sectors, monitor the performance of the existing equity holdings in these two sectors, mentor two analysts, make equity trading decisions for these two sectors, and present portfolio performance reports to the investment team and the Advisory Board. ","Prereq: AFM 274 or AFM 372/ACTSC 391; Accounting and Financial Management,
Computing and Financial Management, Mathematics/Chartered Professional
Accountancy, and Biotechnology/Chartered Professional Accountancy students
only",None,None
